planet_name,planet_alternate_name,planet_name_key,type,planetary_body_type,type_body,star_system,level,gravity,temperature,atmosphere,magnetosphere,water,planet_resources,planet_resources_count,fauna,flora,biomes_cleaned,biomes_simple,traits_cleaned,criteria_match,water_simple,temperature_intensity,pressure_intensity,atmosphere_intensity,gravity_intensity,resources_matched,bodytype_for_predictor_algorithm,temp_for_predictor_algorithm,atmotype_for_predictor_algorithm,mag_for_predictor_algorithm,water_for_predictor_algorithm,predicted_fauna,predicted_flora,fauna_result,flora_result,planet_resources_inorganics,planet_resources_organics,planet_animal_farm_resources,planet_plant_farm_resources,planet_inorganic_resources_count,planet_organic_resources_count,planet_animal_farm_resources_count,planet_plant_farm_resources_count,o2,temperature degree reading,condition,ok for 0 hab skill,temperature_atmosphere,type_body_magnetosphere,predict_irradiation
Alpha Andraste VI,,AlphaAndrasteVI,Rock,Planet,Rock Planet,Alpha Andraste,30,1.67,Deep freeze,Extr N2,Powerful,None,"H2O,Ni,Pb",3,None,None,"Desert-Rocky,Ocean,Polar-Ice","Desert,Ocean,Ice",Unknown,58.3%,No,1,2,0,0,,4,0.5022,2,7,1,-5,-4,0,0,"H2O,Ni,Pb",,,,3,0,0,0,0%,-178,Ambient Cold,No,Deep freeze Extr N2,Rock Planet Powerful,0
Bondar,,Bondar,Rock,Planet,Rock Planet,Alpha Centauri,1,1.84,Inferno,Extr CO2,Powerful,None,"Cl,Ni,Pb,Pt,W,Xe",6,None,None,"Hills,Rocky Desert,Sandy Desert,Volcanic","Desert,Hills,Volcanic","Charred Ecosystem,Active Faulting Emerging Tectonics",58.3%,No,1,2,0,0,,4,1.0000,4,7,1,-3,-3,0,0,"Cl,Ni,Pb,Pt,W,Xe",,,,6,0,0,0,,,,,Inferno Extr CO2,Rock Planet Powerful,0
Chawla,,Chawla,Ice,Moon,Ice Moon,Alpha Centauri,1,0.43,Frozen,Thin CO2,None,Heavy metal,"Ar,C6Hn,H2O",3,None,None,Frozen Dunes,Frozen,Unknown,66.7%,Yes,0,0,0,0,,3,0.2787,4,1,2,0,-1,0,0,"Ar,C6Hn,H2O",,,,3,0,0,0,0%,,"Ambient Cold, Fog, Solar Radiation",Yes,Frozen Thin CO2,Ice Moon None,0
Curbeam,,Curbeam,Barren,Moon,Barren Moon,Alpha Centauri,1,0.18,Inferno,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,Boiled Seas,58.3%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Gagarin,,Gagarin,Rock,Planet,Rock Planet,Alpha Centauri,1,0.89,Temperate,High O2,Powerful,Biological,"Ah,An,Cc,Cl,Fi,H2O,MA,Nu,Pb,Se,SiH3Cl,SM,Sp,Tx",14,Moderate (8),Moderate (5),"Ocean,Rocky Desert,Swamp,Wetlands","Desert,Ocean,Swamp,Wetlands",Unknown,75.0%,Yes,0,0,0,0,Se,4,0.0089,6,7,5,8,4,8,5,"Cl,H2O,Pb,SiH3Cl","Ah,An,Cc,Fi,MA,Nu,Se,Sp,SM,Tx","Ah,Fi,Nu,Se,Tx","An,Cc,MA,Sp,SM",4,10,5,5,21%,,None,,Temperate High O2,Rock Planet Powerful,0
Grissom,,Grissom,Barren,Moon,Barren Moon,Alpha Centauri,1,0.29,Inferno,None,None,None,"Fe,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Fe,3,1.0000,1,1,1,-3,-3,0,0,"Fe,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Hawley,,Hawley,Rock,Moon,Rock Moon,Alpha Centauri,1,0.50,Frozen,Thin M,None,None,"Co,H2O,Ni,Pb,U",5,None,None,"Hills,Rocky Desert,Sandy Desert","Desert,Hills",Pelted Fields,58.3%,No,0,0,0,0,,4,0.2787,5,1,1,-2,-2,0,0,"Co,H2O,Ni,Pb,U",,,,5,0,0,0,,,,,Frozen Thin M,Rock Moon None,0
Jemison,,Jemison,Rock,Planet,Rock Planet,Alpha Centauri,1,0.91,Temperate,Std O2,Strong,Safe,"Ar,Cc,Cl,Fi,H2O,MA,Me,Nu,Pb,Sd,SiH3Cl,SM,Sp,Tx",14,Abundant (9),Abundant (8),"Coniferous Forest,Deciduous Forest,Frozen Mountains,Mountains,Ocean","Forest,Frozen,Mountains,Ocean","Ecological Consortium,Global Glacial Recession,Sentient Microbial Colonies",91.7%,Yes,0,0,0,0,,4,0.0089,6,5,6,8,5,9,8,"Ar,Cl,H2O,Pb,SiH3Cl","Cc,Fi,Me,MA,Nu,Sd,Sp,SM,Tx","Fi,MA,Nu,Tx","Cc,Me,Sd,Sp,SM",5,9,4,5,,,,,Temperate Std O2,Rock Planet Strong,0
Kurtz,,Kurtz,Barren,Moon,Barren Moon,Alpha Centauri,1,0.11,Temperate,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,Unknown,75.0%,No,0,0,0,0,Al,3,0.0089,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Temperate None,Barren Moon None,0
Lovell,,Lovell,Ice,Moon,Ice Moon,Alpha Centauri,1,0.08,Frozen,None,None,Heavy metal,"Co,H2O,Ni",3,None,None,Frozen Cratered,Frozen,Crystalline Crust,66.7%,Yes,0,0,0,0,,3,0.2787,1,1,2,-2,-2,0,0,"Co,H2O,Ni",,,,3,0,0,0,,,,,Frozen None,Ice Moon None,0
Olivas,,Olivas,Gas giant,Planet,Gas giant Planet,Alpha Centauri,1,1.34,Frozen,H2,Strong,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,0,0,0,0,,2,0.2787,3,5,1,-1,-1,0,0,,,,,0,0,0,0,,,,,Frozen H2,Gas giant Planet Strong,0
Voss,,Voss,Rock,Moon,Rock Moon,Alpha Centauri,1,0.41,Frozen,Thin N2,None,Chemical,"Co,Dy,H2O,Ni,Pb,U,V,W",8,None,None,"Frozen Mountains,Hills,Mountains,Rocky Desert,Sandy Desert","Desert,Frozen,Hills,Mountains",Solar Storm Seasons,66.7%,Yes,0,0,0,0,,4,0.2787,2,1,3,-2,-2,0,0,"Co,Dy,H2O,Ni,Pb,U,V,W",,,,8,0,0,0,,,,,Frozen Thin N2,Rock Moon None,0
Zamka,,Zamka,Rock,Moon,Rock Moon,Alpha Centauri,1,0.42,Frozen,Thin M,None,Chemical,"Co,Cu,Fe,H2O,He-3,Ni,U,V",8,None,None,"Cratered,Frozen Plains,Hills,Mountains,Sandy Desert","Craters,Frozen,Hills,Mountains,Desert","Solar Storm Seasons,Crystalline Crust",66.7%,Yes,0,0,0,0,Fe,4,0.2787,5,1,3,0,-1,0,0,"Co,Cu,Fe,H2O,He-3,Ni,U,V",,,,8,0,0,0,,,,Yes,Frozen Thin M,Rock Moon None,0
Alpha Marae I,,AlphaMaraeI,Rock,Planet,Rock Planet,Alpha Marae,45,1.08,Scorched,Std CO2,Average,None,"Ag,Co,Ni,Pb,Se,Tx,U,V",8,Primordial (2),None,"Desert-Rocky,Desert-Sandy,Hills","Desert,Hills",Unknown,50.0%,No,0,0,0,0,Se,4,0.3875,4,4,1,-3,-3,2,0,"Ag,Co,Ni,Pb,U,V","Se,Tx",,"Se,Tx",6,2,0,2,,,,,Scorched Std CO2,Rock Planet Average,0
Alpha Marae II,,AlphaMaraeII,Gas giant,Planet,Gas giant Planet,Alpha Marae,45,1.79,Cold,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,0,0,0,0,,2,0.0000,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Cold H2,Gas giant Planet Strong,0
Alpha Marae II-a,,AlphaMaraeIIa,Ice,Moon,Ice Moon,Alpha Marae,45,0.12,Cold,None,None,Chemical,"H2O,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,0,0,0,0,,3,0.0000,1,1,3,-1,-1,0*,0*,"H2O,Ni",,,,2,0,0,0,,,,,Cold None,Ice Moon None,0
Alpha Marae III,,AlphaMaraeIII,Gas giant,Planet,Gas giant Planet,Alpha Marae,45,3.05,Deep freeze,H2,Extreme,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Extreme,0
Alpha Marae III-a,,AlphaMaraeIIIa,Ice,Moon,Ice Moon,Alpha Marae,45,0.12,Deep freeze,None,None,Chemical,"H2O,Pb",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"H2O,Pb",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Alpha Marae III-b,,AlphaMaraeIIIb,Ice,Moon,Ice Moon,Alpha Marae,45,0.24,Deep freeze,None,None,Safe,"Ar,C6Hn,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Ar,C6Hn,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Alpha Marae III-c,,AlphaMaraeIIIc,Ice,Moon,Ice Moon,Alpha Marae,45,0.38,Deep freeze,None,None,Chemical,"Ar,C6Hn,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,C6Hn,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Alpha Marae III-d,,AlphaMaraeIIId,Rock,Moon,Rock Moon,Alpha Marae,45,0.72,Cold,Thin O2,None,Heavy metal,"Ar,C6Hn,Cl,Fe,H2O,Ir,Li,U",8,Unknown,Unknown,"Archipelago,Desert-Sandy,Mountains,Ocean,Polar-Ice,SavannahBarren,Wetlands","Desert,Mountains,Ocean,Ice,Savanna,Wetlands",Unknown,58.3%,Yes,0,0,0,0,Fe,4,0.0000,6,1,2,0,-1,0*,0*,"Ar,C6Hn,Cl,Fe,H2O,Ir,Li,U",,,,8,0,0,0,,,,,Cold Thin O2,Rock Moon None,0
Alpha Marae IV,,AlphaMaraeIV,Gas giant,Planet,Gas giant Planet,Alpha Marae,45,2.63,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Alpha Marae IV-a,,AlphaMaraeIVa,Ice,Moon,Ice Moon,Alpha Marae,45,0.20,Deep freeze,None,None,Chemical,"Cu,F,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cu,F,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Alpha Marae IV-b,,AlphaMaraeIVb,Rock,Moon,Rock Moon,Alpha Marae,45,0.51,Temperate,Std M,None,Safe,"Al,Be,Cl,Co,Fe,H2O,HnCn,Ni",8,None,None,"Archipelago,Desert-Rocky,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Desert,Forest,Mountains,Ocean,Ice,Savanna",Unknown,100.0%,Yes,0,0,0,0,"Al,Fe",4,0.0089,5,1,6,4,1,0,0,"Al,Be,Cl,Co,Fe,H2O,HnCn,Ni",,,,8,0,0,0,0%,7,None,Yes,Temperate Std M,Rock Moon None,0
Alpha Marae V,,AlphaMaraeV,Barren,Planet,Barren Planet,Alpha Marae,45,0.20,Deep freeze,None,Very weak,None,"Al,Be,Eu,He-3",4,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,0.5022,1,2,1,-3,-3,0*,0*,"Al,Be,Eu,He-3",,,,4,0,0,0,,,,,Deep freeze None,Barren Planet Very weak,0
Ternion I,,TernionI,Barren,Planet,Barren Planet,Alpha Ternion,60,0.82,Inferno,None,None,None,"Al,Be,Eu,He-3",4,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,Be,Eu,He-3",,,,4,0,0,0,,,,,Inferno None,Barren Planet None,1
Ternion II,,TernionII,Rock,Planet,Rock Planet,Alpha Ternion,60,1.51,Inferno,Extr CO2,Powerful,None,"Pu,U",2,Unknown,Unknown,"Desert-Sandy,Ocean","Desert,Ocean",Unknown,50.0%,No,1,2,0,0,,4,1.0000,4,7,1,-3,-3,0*,0*,"Pu,U",,,,2,0,0,0,,,,,Inferno Extr CO2,Rock Planet Powerful,0
Ternion III,,TernionIII,Rock,Planet,Rock Planet,Alpha Ternion,60,1.44,Temperate,High O2,Powerful,Safe,"Am,An,Ar,Cl,Fi,H2O,MA,Nu,OM,Pb,Pi,Po,R-COC,Se,SM,Sp,Ti,Tx,W",19,Unknown,Unknown,"Archipelago,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Forest,Mountains,Ocean,Ice,Savanna",Unknown,91.7%,Yes,0,0,0,0,"Pi,Se",4,0.0089,6,7,6,10,6,10*,6*,"Ar,Cl,H2O,Pb,R-COC,Ti,W","An,Am,Fi,MA,Nu,OM,Pi,Po,Se,Sp,SM,Tx","Fi,MA,Nu,Pi,Po,Se,Sp,SM","An,Am,OM,Tx",7,12,8,4,,,,,Temperate High O2,Rock Planet Powerful,0
Ternion III-a,,TernionIIIa,Barren,Moon,Barren Moon,Alpha Ternion,60,0.32,Temperate,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Fe,3,0.0089,1,1,1,-3,-3,0*,0*,"Fe,He-3",,,,2,0,0,0,,,,,Temperate None,Barren Moon None,0
Ternion IV,,TernionIV,Rock,Planet,Rock Planet,Alpha Ternion,60,0.94,Frozen,Std M,Powerful,Chemical,"Cl,Fe,H2O,Hg,Pb",5,Unknown,Unknown,"Hills,Mountains,Polar-Ice,SavannahBarren","Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,Fe,4,0.2787,5,7,3,2,0,2*,0*,"Cl,Fe,H2O,Hg,Pb",,,,5,0,0,0,,,,,Frozen Std M,Rock Planet Powerful,0
Ternion IX,,TernionIX,Ice giant,Planet,Ice giant Planet,Alpha Ternion,60,1.96,Deep freeze,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,3,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Ice giant Planet Weak,0
Ternion IX-a,,TernionIXa,Ice,Moon,Ice Moon,Alpha Ternion,60,0.10,Deep freeze,None,None,Chemical,"Ar,C6Hn,H2O,Ne",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,C6Hn,H2O,Ne",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Ternion IX-b,,TernionIXb,Ice,Moon,Ice Moon,Alpha Ternion,60,0.21,Deep freeze,None,None,Chemical,"Ar,C6Hn,H2O,Ne",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,C6Hn,H2O,Ne",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Ternion IX-c,,TernionIXc,Ice,Moon,Ice Moon,Alpha Ternion,60,0.28,Deep freeze,None,None,Chemical,"Au,Cu,F,H2O",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Au,Cu,F,H2O",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Ternion IX-d,,TernionIXd,Ice,Moon,Ice Moon,Alpha Ternion,60,0.27,Deep freeze,None,None,Safe,"Ar,C6Hn,H2O,R-COC",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Ar,C6Hn,H2O,R-COC",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Ternion V,,TernionV,Rock,Planet,Rock Planet,Alpha Ternion,60,1.51,Frozen,Extr M,Powerful,Chemical,"Fe,H2O,HnCn,Pb,Ta,U,W",7,Unknown,Unknown,"Hills,Mountains,Polar-Ice,SavannahBarren","Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,2,0,0,Fe,4,0.2787,5,7,3,2,0,2*,0*,"Fe,H2O,HnCn,Pb,Ta,U,W",,,,7,0,0,0,,,,,Frozen Extr M,Rock Planet Powerful,0
Ternion V-a,,TernionVa,Rock,Moon,Rock Moon,Alpha Ternion,60,0.37,Frozen,Thin CO2,None,Safe,"Cl,Co,H2O,Ni,Pb,SiH3Cl,Xe",7,Unknown,Unknown,"Desert-Rocky,Hills,Mountains,Polar-Ice","Desert,Hills,Mountains,Ice",Unknown,58.3%,Yes,0,0,0,0,,4,0.2787,4,1,6,3,1,3*,1*,"Cl,Co,H2O,Ni,Pb,SiH3Cl,Xe",,,,7,0,0,0,,,,,Frozen Thin CO2,Rock Moon None,0
Ternion V-b,,TernionVb,Barren,Moon,Barren Moon,Alpha Ternion,60,0.08,Frozen,None,None,None,,0,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,,3,0.2787,1,1,1,-3,-3,0*,0*,,,,,0,0,0,0,,,,,Frozen None,Barren Moon None,0
Ternion VI,,TernionVI,Rock,Planet,Rock Planet,Alpha Ternion,60,0.54,Frozen,Thin N2,Very weak,Safe,"Cu,F,Fe,H2O,Pb,Ta,Ti,W",8,Unknown,Unknown,"Desert-Rocky,Hills,Mountains,Polar-Ice,SavannahBarren","Desert,Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,Fe,4,0.2787,2,2,6,3,0,3*,0*,"Cu,F,Fe,H2O,Pb,Ta,Ti,W",,,,8,0,0,0,,,,,Frozen Thin N2,Rock Planet Very weak,0
Ternion VI-a,,TernionVIa,Barren,Moon,Barren Moon,Alpha Ternion,60,0.21,Frozen,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.2787,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Frozen None,Barren Moon None,0
Ternion VII,,TernionVII,Rock,Planet,Rock Planet,Alpha Ternion,60,0.58,Deep freeze,Thin N2,Very strong,Safe,"Al,Be,Cl,H2O,He-3,Li,SiH3Cl",7,Unknown,Unknown,"Cratered,Polar-Ice","Craters,Ice",Unknown,58.3%,Yes,1,0,0,0,Al,4,0.5022,2,6,6,6,3,6*,3*,"Al,Be,Cl,H2O,He-3,Li,SiH3Cl",,,,7,0,0,0,,,,,Deep freeze Thin N2,Rock Planet Very strong,0
Ternion VIII,,TernionVIII,Ice,Planet,Ice Planet,Alpha Ternion,60,0.29,Deep freeze,None,None,Chemical,"Cl,H2O,SiH3Cl",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cl,H2O,SiH3Cl",,,,3,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Tirna I,,TirnaI,Barren,Planet,Barren Planet,Alpha Tirna,35,0.22,Scorched,Thin CO2,Weak,None,"Fe,He-3,Ta",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Fe,3,0.3875,4,3,1,-2,-2,0*,0*,"Fe,He-3,Ta",,,,3,0,0,0,,,,,Scorched Thin CO2,Barren Planet Weak,1
Tirna II,,TirnaII,Rock,Planet,Rock Planet,Alpha Tirna,35,0.88,Temperate,Std O2,Powerful,Safe,"Ah,Cc,Cl,Cu,Dy,F,Fi,H2O,IL,MA,Nu,OM,Pb,Se,SM,Tx",16,Moderate (6),Moderate (6),"Desert-Rocky,Desert-Sandy,Mountains,Ocean,Polar-Ice","Desert,Mountains,Ocean,Ice","Ecological Consortium,Global Glacial Recession",75.0%,Yes,0,0,0,0,Se,4,0.0089,6,7,6,10,6,6,6,"Cl,Cu,Dy,F,H2O,IL,Pb","Ah,Cc,Fi,MA,Nu,OM,Se,SM,Tx","Cc,Fi,MA,Nu,OM,Se,SM,Tx",Ah,7,9,8,1,,,,,Temperate Std O2,Rock Planet Powerful,0
Tirna II-a,,TirnaIIa,Barren,Moon,Barren Moon,Alpha Tirna,35,0.18,Temperate,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Fe,3,0.0089,1,1,1,-3,-3,0*,0*,"Fe,He-3",,,,2,0,0,0,,,,,Temperate None,Barren Moon None,0
Tirna III,,TirnaIII,Rock,Planet,Rock Planet,Alpha Tirna,35,1.29,Cold,High M,Powerful,Chemical,"Ag,Ar,Cl,Co,F,H2O,Ni,Pb",8,Unknown,Unknown,"Desert-Sandy,Hills,Polar-Ice,SavannahBarren","Desert,Hills,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.0000,5,7,3,2,0,2*,0*,"Ag,Ar,Cl,Co,F,H2O,Ni,Pb",,,,8,0,0,0,,,,,Cold High M,Rock Planet Powerful,0
Tirna III-a,,TirnaIIIa,Barren,Moon,Barren Moon,Alpha Tirna,35,0.18,Cold,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Tirna III-b,,TirnaIIIb,Barren,Moon,Barren Moon,Alpha Tirna,35,0.08,Cold,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Tirna III-c,,TirnaIIIc,Barren,Moon,Barren Moon,Alpha Tirna,35,0.14,Cold,None,None,None,"Fe,He-3",2,None,None,Cratered,Craters,None,58.3%,No,0,0,0,0,Fe,3,0.0000,1,1,1,-3,-3,0,0,"Fe,He-3",,,,2,0,0,0,,,,,Cold None,Barren Moon None,0
Tirna IV,,TirnaIV,Rock,Planet,Rock Planet,Alpha Tirna,35,0.80,Cold,Std M,Very strong,Safe,"Ar,Co,Fe,H2O,Ni,U,V",7,Unknown,Unknown,"Hills,Mountains,Polar-Ice,SavannahBarren","Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,3,0,Fe,4,0.0000,5,6,6,8,5,8*,5*,"Ar,Co,Fe,H2O,Ni,U,V",,,,7,0,0,0,,,,,Cold Std M,Rock Planet Very strong,0
Tirna IV-a,,TirnaIVa,Barren,Moon,Barren Moon,Alpha Tirna,35,0.16,Cold,None,None,None,"Fe,He-3,Ta",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Fe,3,0.0000,1,1,1,-3,-3,0*,0*,"Fe,He-3,Ta",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Tirna IX,,TirnaIX,Ice,Planet,Ice Planet,Alpha Tirna,35,0.22,Deep freeze,None,None,Safe,"Cu,H2O,xF4",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,H2O,xF4",,,,3,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Tirna V,,TirnaV,Rock,Planet,Rock Planet,Alpha Tirna,35,0.89,Frozen,Std N2,Average,Safe,"Cu,F,H2O,Pb,U,V,W",7,Unknown,Unknown,"Desert-Rocky,Mountains,Polar-Ice,SavannahBarren","Desert,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.2787,2,4,6,4,2,4*,2*,"Cu,F,H2O,Pb,U,V,W",,,,7,0,0,0,,,,,Frozen Std N2,Rock Planet Average,0
Tirna VI,,TirnaVI,Gas giant,Planet,Gas giant Planet,Alpha Tirna,35,1.86,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Tirna VI-a,,TirnaVIa,Ice,Moon,Ice Moon,Alpha Tirna,35,0.16,Deep freeze,None,None,None,"Cu,F,H2O,xF4",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,50.0%,No,1,0,0,0,,3,0.5022,1,1,1,-3,-3,0*,0*,"Cu,F,H2O,xF4",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Tirna VI-b,,TirnaVIb,Rock,Moon,Rock Moon,Alpha Tirna,35,0.45,Frozen,Thin CO2,None,Chemical,"Al,Au,Cl,Cu,Eu,F,H2O,He-3",8,Unknown,Unknown,"Cratered,Mountains,Polar-Ice,SavannahBarren","Craters,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,Al,4,0.2787,4,1,3,0,-1,0*,0*,"Al,Au,Cl,Cu,Eu,F,H2O,He-3",,,,8,0,0,0,,,,,Frozen Thin CO2,Rock Moon None,0
Tirna VI-c,,TirnaVIc,Ice,Moon,Ice Moon,Alpha Tirna,35,0.06,Deep freeze,None,None,Safe,"Cl,H2O,SiH3Cl",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cl,H2O,SiH3Cl",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Tirna VI-d,,TirnaVId,Ice,Moon,Ice Moon,Alpha Tirna,35,0.21,Deep freeze,None,None,Chemical,"Cl,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cl,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Tirna VI-e,,TirnaVIe,Ice,Moon,Ice Moon,Alpha Tirna,35,0.33,Deep freeze,None,None,Safe,"Cl,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cl,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Tirna VII,,TirnaVII,Gas giant,Planet,Gas giant Planet,Alpha Tirna,35,3.81,Deep freeze,H2,Massive,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Massive,0
Tirna VII-a,,TirnaVIIa,Ice,Moon,Ice Moon,Alpha Tirna,35,0.23,Deep freeze,None,None,Safe,"H2O,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"H2O,Ni",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Tirna VII-b,,TirnaVIIb,Ice,Moon,Ice Moon,Alpha Tirna,35,0.31,Deep freeze,None,None,Safe,"H2O,Pb,W",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"H2O,Pb,W",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
